,episode,num_steps,score,success,critic_loss,actor_loss,bc_loss,for_loss,inv_loss,alpha_loss,alpha,log_prob,train_time,episode_time,total_time
0,0.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,13.364371299743652,166.21980476379395
1,1.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.692465782165527,191.12208151817322
2,2.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.851959466934204,216.30758047103882
3,3.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,11.75026559829712,240.3727056980133
4,4.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,11.973410844802856,265.60090708732605
5,5.0,0.0,500.0,0.0,0.07558158785104752,-0.6021387731730938,0.0,0.00013526999100577086,0.2083829641342163,0.2643406719304621,0.079840999467237,-1.8965269327163696,0.04158592224121094,28.39037322998047,306.3005735874176
6,6.0,0.0,500.0,0.0,0.05183868855237961,-1.0633759322166443,0.0,5.839419463882223e-05,0.16023358702659607,0.19229956555366517,0.06566657099229392,-1.303896188735962,0.041146278381347656,29.039008140563965,362.94094586372375
7,7.0,0.0,500.0,0.0,0.05134091153740883,-1.5079186606407164,0.0,4.813077248400077e-05,0.15321823954582214,0.14908680433034896,0.05507908231516993,-0.9524797201156616,0.03999495506286621,28.784544944763184,419.8745102882385
8,8.0,0.0,500.0,0.0,0.05005688965320587,-1.9229980030059814,0.0,4.2472107452340424e-05,0.15100595355033875,0.12165079897642135,0.046774637150732594,-0.789105236530304,0.0417788028717041,31.01340103149414,479.07323718070984
9,9.0,0.0,500.0,0.0,0.03515009954571724,-2.297898684501648,0.0,3.5641438444145024e-05,0.1489204466342926,0.10248636940121651,0.04005785960417269,-0.7313506603240967,0.04086446762084961,30.7028591632843,542.5221838951111
10,10.0,0.0,500.0,0.0,0.02991783805191517,-2.6446184015274046,0.0,2.8634869522647932e-05,0.14750072360038757,0.08550285363197327,0.034651566704242305,-0.586140513420105,0.04377603530883789,31.741459608078003,605.7259681224823
11,11.0,0.0,500.0,0.0,0.03703863173723221,-3.04040581035614,0.0,2.3055139536154456e-05,0.14489862322807312,0.07033006927371024,0.030328953981984652,-0.3351997137069702,0.040708065032958984,31.984121561050415,668.2086567878723
12,12.0,0.0,500.0,0.0,0.04211289435625076,-3.4747566289901735,0.0,2.2278763935901225e-05,0.1445295363664627,0.05642776164412498,0.026905030683519772,0.05239858478307724,0.04075288772583008,29.05924105644226,726.1618731021881
13,13.0,0.0,500.0,0.0,0.05026554688811302,-3.918770389556885,0.0,2.206224417022895e-05,0.14308300614356995,0.04719519625604153,0.024048478298010947,0.2925335168838501,0.04263186454772949,30.51893138885498,785.1050450801849
14,14.0,0.0,500.0,0.0,0.056410301476716995,-4.393811294555664,0.0,1.869567495305091e-05,0.14132216572761536,0.03941147787868977,0.02165188961717399,0.5487870573997498,0.041446685791015625,30.21591281890869,843.431533575058
15,15.0,0.0,500.0,0.0,0.06368941813707352,-4.921551843643188,0.0,1.8992835975950584e-05,0.14030617475509644,0.03443727295100689,0.019545705102258646,0.6547835469245911,0.04203653335571289,29.799460649490356,901.8974208831787
16,16.0,0.0,500.0,0.0,0.08532356470823288,-5.539416919708252,0.0,2.0901430616504513e-05,0.1403840333223343,0.02885561015456915,0.017746686110777014,0.90373694896698,0.04206967353820801,29.541754484176636,962.2125933170319
17,17.0,0.0,500.0,0.0,0.10467448085546494,-6.151522663116455,0.0,1.6406536815338768e-05,0.13961273431777954,0.025274885684251784,0.01615149676554848,1.0167655944824219,0.040841102600097656,30.130241632461548,1020.4594478607178
18,18.0,0.0,500.0,0.0,0.13502785563468933,-6.811476434707641,0.0,1.5909849025774747e-05,0.13905371725559235,0.022382182143628596,0.01471192252758707,1.098142147064209,0.04520058631896973,32.51447534561157,1081.4130795001984
19,19.0,0.0,500.0,0.0,0.1409609615802765,-7.505520322799683,0.0,1.719350075291004e-05,0.13893407583236694,0.019008226118981838,0.013458079191456506,1.300317645072937,0.04449057579040527,31.781648635864258,1146.063282251358
20,20.0,0.0,500.0,0.0,0.15486633777618408,-8.164491855621337,0.0,1.5876956240390427e-05,0.13705255091190338,0.013602127756923437,0.012527215472776803,1.9060372114181519,0.04139089584350586,32.20660471916199,1362.5548479557037
