,episode,num_steps,score,reverse_score,success,critic_loss,actor_loss,alpha_loss,alpha,log_prob,env_buffer,demo_buffer,reverse_buffer,train_time,episode_time,total_time
0,0.0,500.0,0.0,0.0,0.0,,,,0.0,,500.0,5000.0,0.0,0.0,8.103214263916016,439.3713355064392
1,1.0,500.0,0.0,0.0,0.0,,,,0.0,,1000.0,5000.0,0.0,0.0,8.404877424240112,455.0961904525757
2,2.0,500.0,0.0,0.0,0.0,,,,0.0,,1500.0,5000.0,0.0,0.0,8.173161268234253,470.75921535491943
3,3.0,500.0,0.0,0.0,0.0,,,,0.0,,2000.0,5000.0,0.0,0.0,8.195269107818604,486.3874614238739
4,4.0,500.0,0.0,0.0,0.0,,,,0.0,,2500.0,5000.0,0.0,0.0,8.07426905632019,502.0196943283081
5,5.0,500.0,0.0,0.0,0.0,0.05140184611082077,-0.5278274446427822,0.2833239166866988,0.07908067652600584,-2.3623666763305664,3000.0,5000.0,0.0,8.279189586639404,17.75193476676941,536.972279548645
6,6.0,500.0,0.0,0.0,0.0,0.0035849635023623705,-0.9631412734985352,0.23196653985977173,0.06380659084891939,-2.5280258655548096,3500.0,5000.0,0.0,8.378726720809937,16.682202339172363,571.2734587192535
7,7.0,500.0,0.0,0.0,0.0,0.0034535606391727924,-1.3718056535720826,0.18634927916526794,0.052626387242949844,-2.4276022911071777,4000.0,5000.0,0.0,8.362992286682129,17.147006034851074,606.4313414096832
8,8.0,500.0,0.0,0.0,0.0,0.0036041459534317255,-1.7742393136024475,0.14881546676158905,0.044292935681364956,-2.160062551498413,4500.0,5000.0,0.0,8.384968042373657,18.2034113407135,642.7238039970398
9,9.0,500.0,0.0,0.0,0.0,0.0056905727833509445,-2.1900081024169924,0.11674480828642846,0.03805171618568139,-1.682694435119629,5000.0,5000.0,0.0,8.41966724395752,18.38992142677307,678.3971054553986
10,10.0,500.0,0.0,0.0,0.0,0.006685630884021521,-2.6017609882354735,0.09454715535044671,0.03314392298485746,-1.320664882659912,5500.0,5000.0,0.0,7.435081243515015,16.27030658721924,711.7546298503876
11,11.0,500.0,0.0,0.0,0.0,0.006405446212738752,-3.009071123123169,0.07742453190684319,0.02918170991446783,-0.9753848314285278,6000.0,5000.0,0.0,7.462779998779297,16.51568579673767,744.6533567905426
12,12.0,500.0,0.0,0.0,0.0,0.006664745509624481,-3.4361316957473753,0.06302841435372829,0.025976425499143765,-0.57455974817276,6500.0,5000.0,0.0,7.469313621520996,16.245795011520386,776.6606347560883
13,13.0,500.0,0.0,0.0,0.0,0.03494948148727417,-4.011213828086853,0.050897314965724944,0.02337720224234501,-0.12763316929340363,7000.0,5000.0,0.0,7.597813606262207,16.01608920097351,808.22385597229
14,14.0,500.0,0.0,0.0,0.0,0.011499810963869095,-4.455607134819031,0.042220488205552104,0.021187931273315513,0.20866574347019196,7500.0,5000.0,0.0,7.60685133934021,16.21070957183838,840.7029714584351
15,15.0,500.0,0.0,0.0,0.0,0.013628042303025723,-5.038123817443847,0.03444822795689106,0.019359285374867984,0.6005522012710571,8000.0,5000.0,0.0,7.499650478363037,16.505868434906006,872.8665034770966
16,16.0,500.0,0.0,0.0,0.0,0.020839236676692963,-5.447738376617432,0.028772002436220644,0.01778797102642134,0.9012209177017212,8500.0,5000.0,0.0,7.540135622024536,17.89847755432129,906.477694272995
17,17.0,500.0,0.0,0.0,0.0,0.024526752531528473,-5.852645776748657,0.021794820845127107,0.0165414183975564,1.4603819847106934,9000.0,5000.0,0.0,7.560302257537842,17.989446878433228,940.1430006027222
18,18.0,500.0,0.0,0.0,0.0,0.03796735405921936,-6.427019365310669,0.017384246494621038,0.0155011214751423,1.830118179321289,9500.0,5000.0,0.0,7.521367788314819,17.851747751235962,973.6426651477814
19,19.0,500.0,0.0,0.0,0.0,0.03497591242194176,-7.10644686126709,0.012489061173051595,0.01470099937515926,2.3459725379943848,10000.0,5000.0,0.0,7.575285196304321,17.936232566833496,1007.2119579315186
20,20.0,500.0,0.0,0.0,0.0,0.03760388866066933,-7.730920942306518,0.00919372402690351,0.014065927325470901,2.7217934131622314,10500.0,5000.0,0.0,7.685044288635254,17.023932218551636,1472.0472745895386
21,21.0,500.0,0.0,0.0,0.0,0.06170450896024704,-8.447880783081054,0.004122529063548427,0.013746299279606602,3.4070851802825928,11000.0,5000.0,0.0,7.642806768417358,16.081104040145874,1504.2422342300415
22,22.0,500.0,0.0,0.0,0.0,0.05696021392941475,-9.324229820251464,0.0006217727227731302,0.013682383279776781,3.9093759059906006,11500.0,5000.0,0.0,7.6008617877960205,16.0007541179657,1536.1875066757202
23,23.0,500.0,0.0,0.0,0.0,0.06180480122566223,-10.303372798919678,-0.0036187072450557024,0.014022731644598272,4.5227766036987305,12000.0,5000.0,0.0,7.6818296909332275,16.093640089035034,1568.3238608837128
24,24.0,500.0,0.0,0.0,0.0,0.06359937787055969,-11.306164993286133,-0.004677129951771349,0.014547873259983446,4.655392169952393,12500.0,5000.0,0.0,7.665507078170776,16.519240379333496,1600.4980778694153
25,25.0,500.0,0.0,0.0,0.0,0.07280433923006058,-12.092591354370118,-0.005655975076369941,0.015288833323090239,4.7592034339904785,13000.0,5000.0,0.0,7.635127544403076,16.2771258354187,1632.548696756363
26,26.0,500.0,0.0,0.0,0.0,0.07874538004398346,-12.916880489349365,-0.0072169003766030075,0.0164208556871578,4.912110328674316,13500.0,5000.0,0.0,7.597761392593384,16.159279108047485,1664.5221569538116
