,episode,num_steps,score,success,critic_loss,actor_loss,bc_loss,for_loss,inv_loss,alpha_loss,alpha,log_prob,train_time,episode_time,total_time
0,0.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.202548027038574,178.42645001411438
1,1.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.324404239654541,203.45181369781494
2,2.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.307811975479126,228.6188142299652
3,3.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,13.245367527008057,253.62309861183167
4,4.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.302504301071167,277.90674233436584
5,5.0,0.0,500.0,0.0,0.07938385754823685,-0.5133701105117798,0.0,0.00013147181016393006,0.21172095835208893,0.23114070774614812,0.08068373574013503,-1.1156015396118164,0.041623592376708984,27.593266010284424,333.8974416255951
6,6.0,0.0,500.0,0.0,0.011100281029939651,-1.0455084464550017,0.0,5.597527342615649e-05,0.1599094420671463,0.16980363523960113,0.06636466990854874,-0.6336976289749146,0.04074406623840332,28.140340328216553,391.0847761631012
7,7.0,0.0,500.0,0.0,0.009177052415907383,-1.6114559359550475,0.0,4.343543332652189e-05,0.1543552577495575,0.11764571997523308,0.05658378746486612,0.1660827100276947,0.04098200798034668,28.17275643348694,448.0557851791382
8,8.0,0.0,500.0,0.0,0.009707532823085785,-2.206236639022827,0.0,3.6728932172991335e-05,0.1519089639186859,0.09034898900985718,0.04907564454653025,0.5752806663513184,0.04198718070983887,32.736791372299194,511.8151695728302
9,9.0,0.0,500.0,0.0,0.011540907435119152,-2.8455363388061525,0.0,3.323407509014942e-05,0.14888980984687805,0.06870067255198956,0.04329955863641624,1.0227564573287964,0.0421290397644043,31.451504468917847,573.9784624576569
10,10.0,0.0,500.0,0.0,0.014591949991881847,-3.5423640203475952,0.0,3.046030360565055e-05,0.14836135506629944,0.052347676783800125,0.03881574184177881,1.449088454246521,0.04621171951293945,30.488926887512207,636.2192132472992
11,11.0,0.0,500.0,0.0,0.015565047971904278,-4.208028776168823,0.0,2.8051774279447272e-05,0.14698675274848938,0.04137996720522642,0.03518053024201836,1.7624495029449463,0.043067216873168945,28.885043382644653,697.0977647304535
