,episode,num_steps,score,success,estimated_score,critic_loss,actor_loss,forward_reward_loss,reverse_reward_loss,reversible_ratio,for_loss,inv_loss,alpha_loss,alpha,log_prob,env_buffer,demo_buffer,success_buffer,reverse_buffer,reversal_buffer,num_env1_updates,num_env2_updates,train_time,episode_time,total_time
42,42.0,500.0,0.0,0.0,0.0,0.6969833970069885,-18.170870826721192,0.0,0.0,0.0,0.0,0.0,-0.0012046561576426029,0.02875841212431844,4.084980010986328,21500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.010752439498901,21.808137893676758,3424.210270166397
43,43.0,500.0,0.0,0.0,0.0,1.1937310695648193,-18.349908054351808,0.0,0.0,0.0,0.0,0.0,0.0022225326411426066,0.028905759096923545,3.84987211227417,22000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.024732112884521,21.092535972595215,3469.6123447418213
44,44.0,500.0,0.0,0.0,0.0,0.909523069858551,-18.778555004119873,0.0,0.0,0.0,0.0,0.0,-0.006383178507909179,0.03436840653818121,4.3895087242126465,22500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.474658727645874,21.423447370529175,3512.414385318756
45,45.0,500.0,0.0,0.0,0.0,0.8361496925354004,-19.27500792694092,0.0,0.0,0.0,0.0,0.0,-0.0011955520510673523,0.0374781875217991,4.064531326293945,23000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.920697450637817,20.757991790771484,3554.398869752884
46,46.0,500.0,0.0,0.0,0.0,0.6297973394393921,-19.553306217193605,0.0,0.0,0.0,0.0,0.0,3.7352122366428375e-05,0.03710037213942917,3.998105049133301,23500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.7665696144104,21.786573886871338,3599.558737516403
47,47.0,500.0,0.0,0.0,0.0,0.6013797521591187,-20.00596973800659,0.0,0.0,0.0,0.0,0.0,0.0020871285796165468,0.035897191717739044,3.8849172592163086,24000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.550919532775879,22.19357395172119,3642.6231095790863
48,48.0,500.0,0.0,0.0,0.0,0.8582024574279785,-20.093857021331786,0.0,0.0,0.0,0.0,0.0,0.0016992431655526161,0.035084539891476994,3.903865098953247,24500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.828671455383301,20.732162714004517,3685.854259490967
49,49.0,500.0,0.0,0.0,0.0,0.6316077709197998,-20.207185668945314,0.0,0.0,0.0,0.0,0.0,0.0040945222824811936,0.0324639652501098,3.752225160598755,25000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.376993417739868,21.802815914154053,3730.3745353221893
50,50.0,500.0,0.0,0.0,0.0,0.7036421298980713,-20.44755922317505,0.0,0.0,0.0,0.0,0.0,-0.0004186239093542099,0.03123076452269514,4.026978492736816,25500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.666895866394043,19.994879961013794,3770.883465051651
51,51.0,500.0,0.0,0.0,0.0,0.805822491645813,-20.622441123962403,0.0,0.0,0.0,0.0,0.0,-0.00451404919847846,0.033000302940644835,4.280294895172119,26000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.264484405517578,20.40348196029663,3813.659645795822
52,52.0,500.0,0.0,0.0,0.0,0.681997537612915,-20.801243606567382,0.0,0.0,0.0,0.0,0.0,-0.002841016437858343,0.035835083686266304,4.161273002624512,26500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.8809826374053955,20.37255549430847,3854.8808541297913
53,53.0,500.0,0.0,0.0,0.0,0.860739529132843,-20.729646129608156,0.0,0.0,0.0,0.0,0.0,0.0023349157236516476,0.03480424371897738,3.8675589561462402,27000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.421390056610107,19.415632963180542,3895.1650512218475
54,54.0,500.0,0.0,0.0,0.0,0.7866395115852356,-20.649944774627684,0.0,0.0,0.0,0.0,0.0,0.001081099383533001,0.03342067203291264,3.9358603954315186,27500.0,5000.0,0.0,0.0,0.0,250.0,250.0,9.040781497955322,22.671791791915894,3939.0777101516724
55,55.0,500.0,0.0,0.0,0.0,0.8529666066169739,-20.531110412597656,0.0,0.0,0.0,0.0,0.0,-0.0022402464228216557,0.035202596341529606,4.129144668579102,28000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.714986324310303,20.72489047050476,3980.8227591514587
56,56.0,500.0,0.0,0.0,0.0,0.8380160927772522,-20.564368808746337,0.0,0.0,0.0,0.0,0.0,-0.001646318655461073,0.03779675448131875,4.088177680969238,28500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.15257477760315,21.01334309577942,4023.1857917308807
57,57.0,500.0,0.0,0.0,0.0,0.7775853276252747,-20.254093753814697,0.0,0.0,0.0,0.0,0.0,0.0035096915009198712,0.03414915712860139,3.799978733062744,29000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.21928858757019,21.069793939590454,4067.771253347397
58,58.0,500.0,0.0,0.0,0.0,0.8312754034996033,-20.091346511840822,0.0,0.0,0.0,0.0,0.0,0.0014306281730532646,0.031505948461320876,3.910581588745117,29500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.781651735305786,20.796738147735596,4110.295377254486
59,59.0,500.0,0.0,0.0,0.0,0.8996250033378601,-19.967577785491944,0.0,0.0,0.0,0.0,0.0,0.0005108090532012283,0.032261991405574106,3.9684834480285645,30000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.483701467514038,20.8651282787323,4153.684843540192
60,60.0,500.0,0.0,0.0,0.0,0.7828763723373413,-19.882846088409423,0.0,0.0,0.0,0.0,0.0,-0.0009170000117301242,0.0331952837733539,4.055993556976318,30500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.574687957763672,19.031537532806396,4780.2823259830475
61,61.0,500.0,0.0,0.0,0.0,1.1526662111282349,-20.01885038757324,0.0,0.0,0.0,0.0,0.0,0.001047672986474936,0.03185926319315724,3.9355711936950684,31000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.6032280921936035,20.095969676971436,4822.001489639282
62,62.0,500.0,0.0,0.0,0.0,0.9428965449333191,-19.974971321105958,0.0,0.0,0.0,0.0,0.0,0.00033636082540033387,0.030473648289996203,3.9783437252044678,31500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.948678016662598,21.238600730895996,4866.868819236755
63,63.0,500.0,0.0,0.0,0.0,1.145730972290039,-20.11336600494385,0.0,0.0,0.0,0.0,0.0,-0.0009731523027148797,0.032184083545011205,4.061883449554443,32000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.720991849899292,21.196869611740112,4910.506846666336
64,64.0,500.0,0.0,0.0,0.0,1.2318516969680786,-20.196541343688963,0.0,0.0,0.0,0.0,0.0,0.0008099489759024436,0.03179815570285833,3.9496726989746094,32500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.520656108856201,20.35836911201477,4952.448827505112
65,65.0,500.0,0.0,0.0,0.0,1.071233868598938,-20.285017448425293,0.0,0.0,0.0,0.0,0.0,-0.00045184296509250997,0.03053942009313489,4.029965400695801,33000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.974896192550659,20.777931690216064,4996.788713932037
66,66.0,500.0,0.0,0.0,0.0,1.3410478830337524,-20.51215650177002,0.0,0.0,0.0,0.0,0.0,-0.008220030877040698,0.03740887782413866,4.48757791519165,33500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.738195180892944,22.22717547416687,5040.520601511002
67,67.0,500.0,0.0,0.0,0.0,1.6842821836471558,-21.22866110229492,0.0,0.0,0.0,0.0,0.0,-0.001732074447809282,0.0407747672131373,4.08720064163208,34000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.928746700286865,22.51259469985962,5085.511333227158
68,68.0,500.0,0.0,0.0,0.0,2.02654767036438,-22.240393112182616,0.0,0.0,0.0,0.0,0.0,-0.0072464295604913785,0.05343344144124129,4.299135684967041,34500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.122568368911743,21.248844861984253,5130.833647727966
69,69.0,500.0,0.0,0.0,0.0,2.425828218460083,-22.984084434509278,0.0,0.0,0.0,0.0,0.0,0.003747729190217797,0.050651204247562774,3.856982469558716,35000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.800310850143433,20.853753089904785,5175.240789413452
70,70.0,500.0,0.0,0.0,0.0,3.2647948265075684,-23.725112159729004,0.0,0.0,0.0,0.0,0.0,-0.0017792878508480498,0.05129164253857936,4.07105016708374,35500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.652504205703735,20.900355100631714,5219.3835616111755
71,71.0,500.0,0.0,0.0,0.0,2.829505681991577,-24.874909690856935,0.0,0.0,0.0,0.0,0.0,-0.0003027401802719396,0.054224933185310034,4.011448860168457,36000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.9594197273254395,21.028884649276733,5263.793614387512
72,72.0,500.0,0.0,0.0,0.0,3.8394601345062256,-26.40059146118164,0.0,0.0,0.0,0.0,0.0,-0.005670601158548379,0.055113915413030165,4.217700958251953,36500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.8118884563446045,20.56963849067688,5307.524634599686
73,73.0,500.0,0.0,0.0,0.0,4.037332534790039,-27.853742240905763,0.0,0.0,0.0,0.0,0.0,0.0004610101709404262,0.059186070766696866,3.98465633392334,37000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.564486742019653,22.152053594589233,5353.320757389069
74,74.0,500.0,0.0,0.0,0.0,5.879898548126221,-29.650782569885255,0.0,0.0,0.0,0.0,0.0,-0.003270759370279848,0.06199085581874153,4.109551906585693,37500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.064202308654785,22.803393125534058,5399.360359668732
75,75.0,500.0,0.0,0.0,0.0,6.1124444007873535,-31.34733624267578,0.0,0.0,0.0,0.0,0.0,0.00038346741081841175,0.061217336931833115,3.9878993034362793,38000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.73424220085144,19.643489599227905,5442.03684592247
76,76.0,500.0,0.0,0.0,0.0,6.086048603057861,-33.91647915649414,0.0,0.0,0.0,0.0,0.0,-0.00026004635534627595,0.06337387047670034,4.008488178253174,38500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.112712621688843,21.605876207351685,5486.794280052185
77,77.0,500.0,0.0,0.0,0.0,5.878541946411133,-35.78384135437012,0.0,0.0,0.0,0.0,0.0,0.00011920558386555057,0.06573342765314617,3.996628999710083,39000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.804435968399048,22.27892017364502,5531.908491611481
78,78.0,500.0,0.0,0.0,0.0,7.415229320526123,-37.93649925231934,0.0,0.0,0.0,0.0,0.0,0.0018081144994139323,0.06255005846892199,3.943300724029541,39500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.951019287109375,22.525810480117798,5577.592349052429
79,79.0,500.0,0.0,0.0,0.0,7.149946212768555,-40.81526741790771,0.0,0.0,0.0,0.0,0.0,-0.009468171363791043,0.07615848850351394,4.275013446807861,40000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.451258182525635,19.31758189201355,5619.130652666092
80,80.0,500.0,0.0,0.0,0.0,9.17379379272461,-44.00011302185059,0.0,0.0,0.0,0.0,0.0,-0.003031992214891943,0.08114757010107611,4.076808929443359,40500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.15104079246521,21.683743000030518,6198.767433166504
81,81.0,500.0,0.0,0.0,0.0,11.615686416625977,-48.33714738464356,0.0,0.0,0.0,0.0,0.0,-0.005447473056614399,0.0909782277401004,4.123514652252197,41000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.819603681564331,21.687092304229736,6242.885272264481
82,82.0,500.0,0.0,0.0,0.0,17.72785186767578,-53.967992965698244,0.0,0.0,0.0,0.0,0.0,-0.002136404149932787,0.10030340754860315,4.043199062347412,41500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.792439699172974,22.726238012313843,6287.503648042679
83,83.0,500.0,0.0,0.0,0.0,28.31930160522461,-62.505161605834964,0.0,0.0,0.0,0.0,0.0,-0.022059366311877965,0.11991421224605622,4.393832206726074,42000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.78980827331543,21.433125257492065,6331.58531165123
84,84.0,500.0,0.0,0.0,0.0,40.990638732910156,-69.6624405822754,0.0,0.0,0.0,0.0,0.0,-0.01376236386783421,0.134496035002104,4.21178674697876,42500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.277629852294922,19.777846574783325,6373.764525175095
85,85.0,500.0,0.0,0.0,0.0,56.01150894165039,-79.48389057922363,0.0,0.0,0.0,0.0,0.0,-0.01625635052472353,0.1526693890523491,4.219755172729492,43000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.849198341369629,20.713513612747192,6417.361307382584
86,86.0,500.0,0.0,0.0,0.0,80.53675079345703,-86.78546751403809,0.0,0.0,0.0,0.0,0.0,0.00019950392842292786,0.1580863453941967,3.9980666637420654,43500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.8256614208221436,20.719261646270752,6460.245427846909
87,87.0,500.0,0.0,0.0,0.0,105.67803192138672,-91.85684338378907,0.0,0.0,0.0,0.0,0.0,-0.012548343181610107,0.15573511676724933,4.163211345672607,44000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.381382465362549,21.399492263793945,6503.141844511032
88,88.0,500.0,0.0,0.0,0.0,122.67547607421875,-97.57745393371582,0.0,0.0,0.0,0.0,0.0,-0.040043196596205234,0.18300259562929327,4.455477714538574,44500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.052531003952026,20.11592936515808,6544.296180009842
89,89.0,500.0,0.0,0.0,0.0,163.36366271972656,-102.32933340454102,0.0,0.0,0.0,0.0,0.0,-0.01746228748559952,0.1956912905789648,4.181442737579346,45000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.964054822921753,20.126034259796143,6585.729466676712
90,90.0,500.0,0.0,0.0,0.0,184.63636779785156,-107.98096586608887,0.0,0.0,0.0,0.0,0.0,-0.02139550271630287,0.2095765143685542,4.208197593688965,45500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.828743934631348,19.813250064849854,6628.764384031296
91,91.0,500.0,0.0,0.0,0.0,203.66769409179688,-114.79329319763184,0.0,0.0,0.0,0.0,0.0,-0.03538410407304764,0.2299617642050341,4.315810680389404,46000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.072006702423096,20.49332070350647,6670.390898227692
92,92.0,500.0,0.0,0.0,0.0,215.2990264892578,-120.66744940185546,0.0,0.0,0.0,0.0,0.0,-0.02230194327235222,0.2508814296041671,4.180541038513184,46500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.862627506256104,21.26256775856018,6713.110627651215
93,93.0,500.0,0.0,0.0,0.0,244.25228881835938,-127.24575221252441,0.0,0.0,0.0,0.0,0.0,-0.008143040955066681,0.26058949794841285,4.063000202178955,47000.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.450786828994751,20.984578609466553,6755.367621183395
94,94.0,500.0,0.0,0.0,0.0,268.1788330078125,-133.9657303466797,0.0,0.0,0.0,0.0,0.0,-0.02300520244240761,0.2721533698942417,4.1715779304504395,47500.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.629640340805054,20.13975977897644,6797.400254011154
95,95.0,500.0,0.0,0.0,0.0,244.3284149169922,-140.51532302856447,0.0,0.0,0.0,0.0,0.0,-0.0073352625668048855,0.2840140304041049,4.0521368980407715,48000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.864364385604858,21.557475090026855,6839.760791063309
96,96.0,500.0,0.0,0.0,0.0,253.59011840820312,-147.99420452880858,0.0,0.0,0.0,0.0,0.0,-0.003915068119764328,0.28935017238542876,4.027220249176025,48500.0,5000.0,0.0,0.0,0.0,250.0,250.0,8.800425291061401,22.04636001586914,6882.570502281189
97,97.0,500.0,0.0,0.0,0.0,202.86900329589844,-153.39897900390625,0.0,0.0,0.0,0.0,0.0,0.007559155821800232,0.28641437058345015,3.9475340843200684,49000.0,5000.0,0.0,0.0,0.0,250.0,250.0,7.800374984741211,21.189432859420776,6924.957054615021
