,episode,num_steps,score,success,estimated_score,critic_loss,actor_loss,forward_reward_loss,reverse_reward_loss,reversible_ratio,for_loss,inv_loss,alpha_loss,alpha,log_prob,env_buffer,demo_buffer,success_buffer,reverse_buffer,reversal_buffer,train_time,episode_time,total_time
0,0.0,500.0,0.0,0.0,-2.2050206139683723,,,,,,,,,0.0,,500.0,5000.0,781.0,1731.0,5000.0,0.0,8.630351066589355,438.60745000839233
1,1.0,500.0,0.0,0.0,-2.2681954093277454,,,,,,,,,0.0,,1000.0,5000.0,781.0,1731.0,5500.0,0.0,8.700088500976562,458.5696520805359
2,2.0,500.0,0.0,0.0,-2.1172868721187115,,,,,,,,,0.0,,1500.0,5000.0,781.0,1731.0,6000.0,0.0,8.83003282546997,478.15268874168396
3,3.0,500.0,0.0,0.0,-2.326190199702978,,,,,,,,,0.0,,2000.0,5000.0,781.0,1731.0,6500.0,0.0,8.549667835235596,497.8701732158661
4,4.0,500.0,0.0,0.0,-2.205813154578209,,,,,,,,,0.0,,2500.0,5000.0,781.0,1731.0,7000.0,0.0,8.286072015762329,517.2232036590576
5,5.0,500.0,0.0,0.0,-2.284430854022503,0.05923476070165634,-0.4115572904497385,0.002176764188334346,0.006671457085758448,0.8097890615463257,0.00014347332762554288,0.1486133188009262,0.2787308028936386,0.07949932008851995,-2.2373335361480713,3000.0,5000.0,781.0,1731.0,7500.0,18.700689554214478,28.019174575805664,556.5058810710907
6,6.0,500.0,0.0,0.0,-2.091113895177841,0.017311211675405502,-0.7740379343032837,0.0021597479935735464,0.006627901457250118,0.8245859146118164,7.486627873731777e-05,0.10896497219800949,0.2101432250738144,0.06494862685891666,-1.8424824476242065,3500.0,5000.0,781.0,1731.0,8000.0,17.02585196495056,26.634065628051758,606.8132305145264
7,7.0,500.0,0.0,0.0,-2.068155813962221,0.018356503918766975,-1.1365556728839874,0.0021873521618545055,0.006641922984272242,0.8335781097412109,6.831511564087123e-05,0.10426196455955505,0.1659262121915817,0.054108780181173224,-1.5925910472869873,4000.0,5000.0,781.0,1731.0,8500.0,17.021125078201294,26.489571571350098,657.5400960445404
8,8.0,500.0,0.0,0.0,-2.404905930161476,0.01795368269085884,-1.5093352589607238,0.002185780555009842,0.006647106260061264,0.8361796736717224,5.611191227217205e-05,0.10240522027015686,0.1269086754024029,0.046155496522062925,-1.074151873588562,4500.0,5000.0,781.0,1731.0,9000.0,19.237480878829956,29.144737482070923,711.2648324966431
9,9.0,500.0,0.0,0.0,-2.2199717946350574,0.018205642700195312,-1.9119371781349181,0.0021556024439632893,0.006679194513708353,0.8385624885559082,5.580860306508839e-05,0.10115594416856766,0.09738561117649078,0.04017540835876247,-0.5187601447105408,5000.0,5000.0,781.0,1731.0,9500.0,17.16994071006775,29.6916286945343,765.9330244064331
10,10.0,500.0,0.0,0.0,-2.2352528870105743,0.021791188046336174,-2.3587520403862,0.002176715061068535,0.0066524045541882515,0.845703125,9.597386087989435e-05,0.09738447517156601,0.08003327488899231,0.03530713502692268,-0.2459130883216858,5500.0,5000.0,781.0,1731.0,10000.0,17.772674322128296,28.223570823669434,819.83571434021
11,11.0,500.0,0.0,0.0,-4.5050846338272095,0.0219269972294569,-2.7706849689483644,0.002177461516112089,0.006673657801002264,0.8488671779632568,6.243491952773184e-05,0.09378080070018768,0.06412831094861031,0.03140450643829094,0.151689350605011,6000.0,5000.0,781.0,1731.0,10500.0,17.243528127670288,28.91593337059021,875.127236366272
12,12.0,500.0,0.0,0.0,-16.748203098773956,0.04080286994576454,-3.2718063526153562,0.00218860968016088,0.006658060476183891,0.8604375123977661,5.5541619076393545e-05,0.09166452288627625,0.04579781067371368,0.02855401978674235,0.9435046315193176,6500.0,5000.0,781.0,1731.0,11000.0,17.042735815048218,28.048882484436035,929.1129264831543
13,13.0,500.0,0.0,0.0,0.3129570484161377,0.043673694133758545,-3.828558201789856,0.0021814184729009867,0.006689730565994978,0.8747344017028809,5.167113340576179e-05,0.0871717780828476,0.03575384087860584,0.026257762299334724,1.3906787633895874,7000.0,5000.0,781.0,1731.0,11500.0,17.768023252487183,29.03563380241394,983.5776033401489
14,14.0,500.0,0.0,0.0,-11.535068988800049,0.04439859464764595,-4.324843592643738,0.002176672453060746,0.006657293997704983,0.8677499890327454,5.227916335570626e-05,0.084220290184021,0.02954460943490267,0.024274826209493547,1.661429762840271,7500.0,5000.0,781.0,1731.0,12000.0,19.044289350509644,30.686769485473633,1039.490716457367
15,15.0,500.0,0.0,0.0,0.34516096115112305,0.06383553147315979,-4.989839805603028,0.0021652793511748314,0.006690355483442545,0.8831093907356262,5.0732018280541524e-05,0.08473008871078491,0.014726631462574006,0.023193078065556778,2.7593021392822266,8000.0,5000.0,781.0,1731.0,12500.0,17.236313104629517,28.845810174942017,1093.0206215381622
16,16.0,500.0,0.0,0.0,8.380118429660797,0.07530197501182556,-5.696256088256836,0.0021647033281624317,0.006596457213163376,0.8980781435966492,4.945695764035918e-05,0.08119437098503113,0.0075354241011664274,0.0226013984414362,3.341925859451294,8500.0,5000.0,781.0,1731.0,13000.0,17.02930474281311,29.323666095733643,1147.1088140010834
17,17.0,500.0,0.0,0.0,-12.107349157333374,0.0807986930012703,-6.429385248184204,0.0021459492854774,0.006670459173619747,0.9027578234672546,5.065779259894043e-05,0.079681396484375,0.004927098681160714,0.022162509586358726,3.559826135635376,9000.0,5000.0,781.0,1731.0,13500.0,16.97417712211609,27.984180212020874,1198.1067645549774
18,18.0,500.0,0.0,0.0,-3.59147572517395,0.10396075248718262,-7.290151840209961,0.0021780733950436115,0.006642821244895458,0.9078984260559082,4.5855067583033815e-05,0.07725247740745544,0.002945069043460535,0.02187165481082229,3.7325613498687744,9500.0,5000.0,781.0,1731.0,14000.0,19.11141347885132,30.90232539176941,1252.7362461090088
19,19.0,500.0,0.0,0.0,25.460426330566406,0.10015684366226196,-8.047343727111816,0.002167005557566881,0.006635058205574751,0.9102734327316284,4.597094084601849e-05,0.0728142037987709,0.0013632616628492542,0.02171362846504468,3.874958038330078,10000.0,5000.0,781.0,1731.0,14500.0,18.577813863754272,30.341408491134644,1306.48677277565
20,20.0,500.0,0.0,0.0,-2.07291716709733,0.10648379474878311,-8.846382328033448,0.002165958983823657,0.006646552123129368,0.9103749990463257,4.168080340605229e-05,0.0696074515581131,-0.0010435593091769988,0.02184424641110716,4.095839500427246,10500.0,5000.0,781.0,1731.0,15000.0,18.724212169647217,28.54694128036499,1808.2101955413818
21,21.0,500.0,0.0,0.0,4.393824100494385,0.11074759066104889,-9.751601833343505,0.002163020195439458,0.0066282423213124275,0.9129531383514404,3.7821933801751584e-05,0.06744610518217087,-0.004396770299761556,0.022464474898723538,4.3972344398498535,11000.0,5000.0,781.0,1731.0,15500.0,18.41070032119751,30.49599599838257,1862.4039180278778
22,22.0,500.0,0.0,0.0,3.3637651205062866,0.10579317063093185,-10.456054813385009,0.0021723781246691942,0.0066430093720555305,0.9113984107971191,5.534784577321261e-05,0.06618856638669968,-0.006040934440679848,0.02347416227230113,4.526483058929443,11500.0,5000.0,781.0,1731.0,16000.0,17.223302364349365,27.123116493225098,1912.7359750270844
23,23.0,500.0,0.0,0.0,0.6965837478637695,0.11983827501535416,-11.14893635559082,0.0021626546513289213,0.006631667260080576,0.9110000133514404,4.2290637793485075e-05,0.0651986375451088,-0.003071726549998857,0.024119005485676866,4.258269309997559,12000.0,5000.0,781.0,1731.0,16500.0,18.5714008808136,29.811842441558838,1966.9871664047241
24,24.0,500.0,0.0,0.0,-2.2921655625104904,0.14005829393863678,-11.664132385253906,0.00215973611921072,0.006638590712100267,0.9132031202316284,3.889556319336407e-05,0.06447403132915497,-0.002483288811679813,0.024658922463657588,4.2036871910095215,12500.0,5000.0,781.0,1731.0,17000.0,19.116658210754395,28.649227619171143,2018.9999513626099
25,25.0,500.0,0.0,0.0,-2.1534521281719208,0.12836942076683044,-12.454685230255127,0.0021633391734212637,0.006664001848548651,0.9139062762260437,3.4498676541261375e-05,0.06387020647525787,-0.005358304830413545,0.02609452773215579,4.422693729400635,13000.0,5000.0,781.0,1731.0,17500.0,18.767544269561768,28.37774634361267,2070.87105178833
26,26.0,500.0,0.0,0.0,-3.207493871450424,0.12761849164962769,-13.15696042251587,0.002165209734812379,0.006590912118554115,0.9120468497276306,3.448210554779507e-05,0.06189047917723656,-0.0038726728948167873,0.027372084218863422,4.289899826049805,13500.0,5000.0,781.0,1731.0,18000.0,19.21664071083069,29.143516778945923,2124.1379537582397
27,27.0,500.0,0.0,0.0,-2.4004792980849743,0.1321689486503601,-13.771969959259033,0.0021934411488473415,0.006628979928791523,0.9085312485694885,3.367021417943761e-05,0.06166970729827881,-0.004721275963878725,0.02916798636994218,4.334663391113281,14000.0,5000.0,781.0,1731.0,18500.0,17.156592845916748,27.918630838394165,2177.6568598747253
28,28.0,500.0,0.0,0.0,7.151520729064941,0.1305042803287506,-14.414817554473878,0.0021815046202391386,0.006613387260586023,0.9113359451293945,3.094173007411882e-05,0.059906426817178726,-0.004642836382699898,0.03130056139333417,4.3076701164245605,14500.0,5000.0,781.0,1731.0,19000.0,17.252864122390747,27.127619981765747,2232.1135759353638
29,29.0,500.0,0.0,0.0,11.94502305984497,0.1410766839981079,-15.020797035217285,0.00218528276309371,0.006604553200304508,0.910757839679718,3.2369582186220214e-05,0.05944542959332466,-0.001149627966573462,0.031925555301174705,4.072782516479492,15000.0,5000.0,781.0,1731.0,19500.0,17.25172996520996,26.784267902374268,2284.64768743515
30,30.0,500.0,0.0,0.0,37.97557258605957,0.14750170707702637,-15.586695171356201,0.002173562068492174,0.006647832691669464,0.9130547046661377,3.276664938312024e-05,0.05791006237268448,-0.0031014673376921565,0.03384365075155449,4.188865661621094,15500.0,5000.0,781.0,1731.0,20000.0,19.074279069900513,30.042314767837524,2340.0919892787933
31,31.0,500.0,432.0,1.0,22.45288848876953,0.16693304479122162,-16.17498085784912,0.002167198108509183,0.006634088698774576,0.9120546579360962,3.137471139780246e-05,0.05626285448670387,-0.0028466594270612406,0.03597611579200593,4.163227558135986,16000.0,5000.0,850.0,1731.0,20500.0,19.085344552993774,29.679232597351074,2394.9141578674316
32,32.0,500.0,440.0,1.0,20.456475257873535,0.17228765785694122,-17.114757934570314,0.002341618062928319,0.00647784024477005,0.9117187261581421,2.9414810342132114e-05,0.05572503060102463,-0.0023140710240550106,0.038015145066997595,4.125253677368164,16500.0,5000.0,911.0,1731.0,21000.0,20.872119426727295,31.61740279197693,2451.0306236743927
33,33.0,500.0,208.0,1.0,15.520942687988281,0.16889925301074982,-18.053057891845704,0.00229000486433506,0.0064863585866987705,0.9101640582084656,3.460155494394712e-05,0.053929924964904785,-0.0010515943642785714,0.03917701275860381,4.054560661315918,17000.0,5000.0,911.0,1731.0,21500.0,18.885022163391113,29.8496310710907,2507.021193742752
34,34.0,500.0,0.0,0.0,-9.184154391288757,0.18939916789531708,-18.688010147094726,0.0022736324463039637,0.006449618376791477,0.9088125228881836,3.125955117866397e-05,0.05366918444633484,0.001259552012934364,0.03772722755708814,3.934784173965454,17500.0,5000.0,911.0,1731.0,22000.0,17.294934272766113,29.12548279762268,2561.4852151870728
35,35.0,500.0,0.0,0.0,-1.0657700896263123,0.18998396396636963,-19.177474082946777,0.002272545825690031,0.006456188391894102,0.9076562523841858,3.0169634555932134e-05,0.052489977329969406,0.0005757766679544147,0.03709188540474688,3.9695985317230225,18000.0,5000.0,911.0,1731.0,22500.0,17.86237907409668,28.10409903526306,2615.2843432426453
36,36.0,500.0,0.0,0.0,-5.791088104248047,0.195731520652771,-19.54010765838623,0.0022766210604459047,0.006371112074702978,0.9078202843666077,3.1666197173763067e-05,0.0519002303481102,-0.00151322435414113,0.03904974326374611,4.079657077789307,18500.0,5000.0,911.0,1782.0,23000.0,18.7096107006073,29.896741151809692,2669.719040632248
37,37.0,500.0,0.0,0.0,10.73452091217041,0.19382217526435852,-19.95944635772705,0.002281980123370886,0.006375716999173164,0.9104218482971191,2.5594805265427567e-05,0.051212191581726074,-0.0004158634315390373,0.039949014096384725,4.021087169647217,19000.0,5000.0,911.0,1840.0,23500.0,17.30320453643799,27.223734855651855,2722.4539515972137
38,38.0,500.0,0.0,0.0,-7.100028038024902,0.21482877433300018,-20.467916320800782,0.0022744820453226566,0.006366271525621414,0.8994062542915344,3.260250741732307e-05,0.05048321187496185,0.00012135954077075439,0.03959857702534914,3.994154214859009,19500.0,5000.0,911.0,1840.0,24000.0,17.71725845336914,30.073665142059326,2777.60226726532
39,39.0,500.0,137.0,1.0,31.846853256225586,0.24899926781654358,-21.099408668518066,0.0022714047227054834,0.006410910747945309,0.8927265405654907,0.00010805245983647183,0.05004294589161873,-0.00017436993785668165,0.04014537465533511,4.009247779846191,20000.0,5000.0,911.0,1840.0,24500.0,17.255502223968506,27.24151611328125,2830.9704761505127
40,40.0,500.0,0.0,0.0,8.492825508117676,0.2669094204902649,-21.86658991241455,0.00226010219193995,0.006390043999999762,0.8955312371253967,9.355095244245604e-05,0.04944971576333046,-0.00043109243901562875,0.04086917245503821,4.021412372589111,20500.0,5000.0,911.0,1840.0,25000.0,17.352144241333008,28.103230476379395,3367.190422296524
