,episode,num_steps,score,reverse_score,success,critic_loss,actor_loss,alpha_loss,alpha,log_prob,env_buffer,demo_buffer,reverse_buffer,train_time,episode_time,total_time
0,0.0,500.0,0.0,0.0,0.0,,,,0.0,,500.0,5000.0,0.0,0.0,7.758700370788574,440.026020526886
1,1.0,500.0,0.0,0.0,0.0,,,,0.0,,1000.0,5000.0,0.0,0.0,8.290565967559814,455.7821741104126
2,2.0,500.0,0.0,0.0,0.0,,,,0.0,,1500.0,5000.0,0.0,0.0,7.956602573394775,471.49533009529114
3,3.0,500.0,0.0,0.0,0.0,,,,0.0,,2000.0,5000.0,0.0,0.0,8.084680557250977,487.22253918647766
4,4.0,500.0,0.0,0.0,0.0,,,,0.0,,2500.0,5000.0,0.0,0.0,7.495692729949951,502.0678622722626
5,5.0,500.0,0.0,0.0,0.0,0.05696652829647064,-0.538589548677206,0.28476086566597225,0.07912210329590076,-2.392263889312744,3000.0,5000.0,0.0,7.373582601547241,16.59713077545166,534.9796831607819
6,6.0,500.0,0.0,0.0,0.0,0.0027228351682424545,-0.9871787431240082,0.23398642820119858,0.06383154853904971,-2.5819225311279297,3500.0,5000.0,0.0,7.417611837387085,16.630826711654663,568.3394589424133
7,7.0,500.0,0.0,0.0,0.0,0.0029250860679894686,-1.4164143753051759,0.18823623317480087,0.052629738296125286,-2.491328239440918,4000.0,5000.0,0.0,7.463619232177734,17.278533458709717,601.534196138382
8,8.0,500.0,0.0,0.0,0.0,0.004704003222286701,-1.8501155033111572,0.15096056091785431,0.044261253703976884,-2.250913381576538,4500.0,5000.0,0.0,7.475248336791992,17.124024868011475,634.5923125743866
9,9.0,500.0,0.0,0.0,0.0,0.005154906306415796,-2.2465810976028444,0.12184401085972786,0.03785014260256808,-1.949276328086853,5000.0,5000.0,0.0,7.559658527374268,16.879533052444458,667.2430393695831
10,10.0,500.0,0.0,0.0,0.0,0.005216423887759447,-2.642626100540161,0.09962187370657921,0.03279319710053191,-1.6509557962417603,5500.0,5000.0,0.0,7.382570028305054,16.78875160217285,700.7297475337982
11,11.0,500.0,0.0,0.0,0.0,0.0062387543730437756,-3.055001013755798,0.08057507333159447,0.0287999792876868,-1.239682912826538,6000.0,5000.0,0.0,7.5338215827941895,17.591481685638428,733.8850417137146
12,12.0,500.0,0.0,0.0,0.0,0.008529003709554672,-3.5000488138198853,0.0669202263057232,0.025520322259082098,-0.9331286549568176,6500.0,5000.0,0.0,7.4650537967681885,17.481349229812622,767.020174741745
13,13.0,500.0,0.0,0.0,0.0,0.00804891251027584,-3.912145184516907,0.05561200842261314,0.022805953003482753,-0.6068732738494873,7000.0,5000.0,0.0,7.514482736587524,15.922629117965698,798.5208611488342
14,14.0,500.0,0.0,0.0,0.0,0.01944802887737751,-4.39444065952301,0.04567280741035938,0.02056000011686628,-0.2154775708913803,7500.0,5000.0,0.0,7.51218056678772,16.899059295654297,830.9831461906433
15,15.0,500.0,0.0,0.0,0.0,0.01423916406929493,-4.9147381019592284,0.03597945863008499,0.018754311682245495,0.3384242355823517,8000.0,5000.0,0.0,7.470720052719116,17.859516859054565,864.4424707889557
16,16.0,500.0,0.0,0.0,0.0,0.017760394141077995,-5.346567750930786,0.025584494240581988,0.017424367193645905,1.1714038848876953,8500.0,5000.0,0.0,7.447999954223633,17.710641622543335,897.8318476676941
17,17.0,500.0,0.0,0.0,0.0,0.01902397908270359,-5.869925664901733,0.018783009316772223,0.016393741584698435,1.7786009311676025,9000.0,5000.0,0.0,7.410663366317749,17.725391626358032,931.2632827758789
18,18.0,500.0,0.0,0.0,0.0,0.024895241484045982,-6.463923303604126,0.014196754205971955,0.015559125885638223,2.223127841949463,9500.0,5000.0,0.0,7.455079555511475,17.340561866760254,964.2526984214783
19,19.0,500.0,0.0,0.0,0.0,0.03193233162164688,-7.254127117156982,0.011030926970764994,0.014861131521992909,2.5499625205993652,10000.0,5000.0,0.0,7.407295227050781,16.709808826446533,996.7087647914886
20,20.0,500.0,0.0,0.0,0.0,0.04443990811705589,-8.308879978179931,0.00040461274645531373,0.014812071705470402,3.945507526397705,10500.0,5000.0,0.0,7.448889970779419,15.711764097213745,1447.3376619815826
21,21.0,500.0,0.0,0.0,0.0,0.06022929400205612,-9.363747360229493,-0.0024799289317961664,0.015004173996825954,4.332817554473877,11000.0,5000.0,0.0,7.435884475708008,15.649454593658447,1479.082777261734
22,22.0,500.0,0.0,0.0,0.0,0.06040119752287865,-10.424167304992675,-0.0030095964934153015,0.015281504183202168,4.397703170776367,11500.0,5000.0,0.0,7.464486837387085,15.614336729049683,1510.6192300319672
