,episode,num_steps,score,success,estimated_score,critic_loss,actor_loss,forward_reward_loss,reverse_reward_loss,reversible_ratio,for_loss,inv_loss,alpha_loss,alpha,log_prob,env_buffer,demo_buffer,success_buffer,reverse_buffer,reversal_buffer,train_time,episode_time,total_time
0,0.0,500.0,0.0,0.0,0.0,,,,,,,,,0.0,,500.0,5000.0,0.0,0.0,0.0,0.0,10.138372659683228,497.05946922302246
1,1.0,500.0,0.0,0.0,0.0,,,,,,,,,0.0,,1000.0,5000.0,0.0,0.0,0.0,0.0,10.127562046051025,518.310968875885
2,2.0,500.0,0.0,0.0,0.0,,,,,,,,,0.0,,1500.0,5000.0,0.0,0.0,0.0,0.0,11.129274606704712,540.3685119152069
3,3.0,500.0,0.0,0.0,0.0,,,,,,,,,0.0,,2000.0,5000.0,0.0,0.0,0.0,0.0,10.042015552520752,561.4373018741608
4,4.0,500.0,0.0,0.0,0.0,,,,,,,,,0.0,,2500.0,5000.0,0.0,0.0,0.0,0.0,10.456603765487671,582.9246356487274
5,5.0,500.0,0.0,0.0,0.0,0.11356727033853531,-0.7011762934476137,0.0,0.0,0.0,0.0,0.0,0.42724398387223483,0.07931184575449886,-3.5737922191619873,3000.0,5000.0,0.0,0.0,0.0,7.529238700866699,18.94747519493103,626.5087864398956
6,6.0,500.0,0.0,0.0,0.0,0.008190881460905075,-1.2266874494552613,0.0,0.0,0.0,0.0,0.0,0.33425603079795835,0.06446083865085968,-3.341505527496338,3500.0,5000.0,0.0,0.0,0.0,8.837949752807617,20.668332815170288,672.7102930545807
7,7.0,500.0,0.0,0.0,0.0,0.006992556620389223,-1.7893839950561523,0.0,0.0,0.0,0.0,0.0,0.2610537860989571,0.053622802122303324,-2.872606039047241,4000.0,5000.0,0.0,0.0,0.0,8.065045833587646,18.927006244659424,717.7215151786804
8,8.0,500.0,0.0,0.0,0.0,0.0071686371229588985,-2.35645223903656,0.0,0.0,0.0,0.0,0.0,0.20800644284486772,0.04542142139173429,-2.422667980194092,4500.0,5000.0,0.0,0.0,0.0,8.564116716384888,19.745529413223267,762.5689332485199
9,9.0,500.0,0.0,0.0,0.0,0.0065439073368906975,-2.917942826271057,0.0,0.0,0.0,0.0,0.0,0.1729330571293831,0.03889517641695561,-2.2218821048736572,5000.0,5000.0,0.0,0.0,0.0,8.379818201065063,19.479887008666992,806.7387886047363
