,episode,num_steps,score,success,critic_loss,actor_loss,bc_loss,for_loss,inv_loss,alpha_loss,alpha,log_prob,train_time,episode_time,total_time
0,0.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,13.688653230667114,188.7024621963501
1,1.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.323930740356445,212.85537004470825
2,2.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,11.978885173797607,237.31665992736816
3,3.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,11.585129261016846,260.94560074806213
4,4.0,0.0,500.0,0.0,,,,,,,0.0,,0.0,12.25110411643982,285.44382762908936
5,5.0,0.0,500.0,0.0,0.06780524551868439,-0.5524917844682932,0.0,0.00015615283336956054,0.2134380042552948,0.22856996361911297,0.08026762533901129,-1.0758470296859741,0.04120445251464844,27.651360750198364,340.8963534832001
6,6.0,0.0,500.0,0.0,0.010878967121243477,-1.100626752614975,0.0,7.683601143071428e-05,0.16718539595603943,0.1676848260164261,0.06595764534690467,-0.6022837162017822,0.0400083065032959,28.698012113571167,398.66682624816895
7,7.0,0.0,500.0,0.0,0.009429479017853737,-1.6729135446548462,0.0,5.4952393838902935e-05,0.1576688289642334,0.1194215036034584,0.055985178385836845,0.07546968013048172,0.041153907775878906,27.843892097473145,454.6301021575928
8,8.0,0.0,500.0,0.0,0.011156189255416393,-2.2732176060676577,0.0,4.5620723540196195e-05,0.155311718583107,0.09155411091446876,0.048393017635199945,0.48710307478904724,0.03847241401672363,28.53972101211548,511.98191714286804
9,9.0,0.0,500.0,0.0,0.01164440717548132,-2.9034466762542723,0.0,3.529912282829173e-05,0.15348230302333832,0.06930846495926381,0.042623776397529706,0.9515336751937866,0.03876614570617676,26.751720666885376,566.1857259273529
10,10.0,0.0,500.0,0.0,0.013476314023137093,-3.5440342350006104,0.0,2.787411904137116e-05,0.1501581221818924,0.05529260636866093,0.03796388128649528,1.2541759014129639,0.0379641056060791,27.05636954307556,621.4471569061279
11,11.0,0.0,500.0,0.0,0.016665568575263023,-4.219744113922119,0.0,2.5594968974473886e-05,0.1470542848110199,0.04037369980663061,0.03447029311348002,1.769860029220581,0.04067063331604004,27.942553997039795,678.6692321300507
12,12.0,0.0,500.0,0.0,0.018525168299674988,-4.980616746902466,0.0,2.05230426217895e-05,0.14487792551517487,0.03221318598091602,0.03157400034302299,2.0489156246185303,0.04216718673706055,28.712127923965454,736.3149237632751
