,episode,num_steps,score,success,estimated_score,critic_loss,actor_loss,forward_reward_loss,reverse_reward_loss,reversible_ratio,for_loss,inv_loss,alpha_loss,alpha,log_prob,env_buffer,demo_buffer,success_buffer,reverse_buffer,reversal_buffer,train_time,episode_time,total_time
0,0.0,500.0,0.0,0.0,-3.092272162437439,,,,,,,,,0.0,,500.0,5000.0,1962.0,2179.0,0.0,0.0,8.407549619674683,430.3360559940338
1,1.0,500.0,0.0,0.0,-3.2499897480010986,,,,,,,,,0.0,,1000.0,5000.0,1962.0,2179.0,0.0,0.0,8.555155992507935,449.1465654373169
2,2.0,500.0,0.0,0.0,-3.231363356113434,,,,,,,,,0.0,,1500.0,5000.0,1962.0,2179.0,0.0,0.0,8.275283575057983,467.7583794593811
3,3.0,500.0,0.0,0.0,-3.142846643924713,,,,,,,,,0.0,,2000.0,5000.0,1962.0,2179.0,0.0,0.0,8.492805242538452,487.0449035167694
4,4.0,500.0,0.0,0.0,-3.1755903363227844,,,,,,,,,0.0,,2500.0,5000.0,1962.0,2179.0,0.0,0.0,8.892086267471313,506.5480136871338
5,5.0,500.0,0.0,0.0,-3.087587833404541,0.05964173004031181,-0.573152881860733,0.010581806302070618,0.01180428359657526,0.0,0.00026841615908779204,0.1487310379743576,0.274566041469574,0.07930192972976907,-2.1519713401794434,3000.0,5000.0,1962.0,2179.0,0.0,15.946038246154785,25.66394066810608,542.3020992279053
6,6.0,500.0,0.0,0.0,-3.122206747531891,0.022225497290492058,-1.0056508235931396,0.010576978325843811,0.011782723478972912,0.0,0.0001862553763203323,0.1097421869635582,0.22268666702508927,0.06407007552877046,-2.244654655456543,3500.0,5000.0,1962.0,2179.0,0.0,15.672387838363647,25.453521490097046,590.4111406803131
7,7.0,500.0,0.0,0.0,-2.3674760460853577,0.022624023258686066,-1.4228772058486938,0.010574127547442913,0.011827077716588974,0.0,0.00017100016702897847,0.10595270991325378,0.16614486610889434,0.053526238770331504,-1.6681606769561768,4000.0,5000.0,1962.0,2179.0,0.0,15.203543901443481,25.589823722839355,637.9444055557251
8,8.0,500.0,0.0,0.0,-3.1291732788085938,0.023691842332482338,-1.8812344574928284,0.010522445663809776,0.011766262352466583,0.0,0.0001607001177035272,0.10374855250120163,0.12323797142505646,0.045943763014151734,-0.9647169709205627,4500.0,5000.0,1962.0,2179.0,0.0,15.5953209400177,25.625019073486328,686.176775932312
9,9.0,500.0,0.0,0.0,-2.018694818019867,0.024263184517621994,-2.341799382209778,0.010594316758215427,0.011769321747124195,0.0,0.0001531132438685745,0.10174352675676346,0.10053353789448738,0.039866128472620645,-0.6935176849365234,5000.0,5000.0,1962.0,2179.0,0.0,16.09722924232483,26.403223037719727,735.727588891983
10,10.0,500.0,0.0,0.0,3.6694045066833496,0.027151236310601234,-2.800227689743042,0.010689454153180122,0.011668364517390728,0.0,0.00014398829080164433,0.10139071941375732,0.08450106698274612,0.03484342971359367,-0.5304929614067078,5500.0,5000.0,1962.0,2179.0,0.0,16.00623655319214,27.208425045013428,785.1096065044403
11,11.0,500.0,0.0,0.0,-5.857977390289307,0.028149353340268135,-3.293935217857361,0.010489366948604584,0.0117720952257514,0.0,0.00014793130685575306,0.10121215879917145,0.07021393413841724,0.03071897858929432,-0.28912076354026794,6000.0,5000.0,1962.0,2179.0,0.0,16.367700815200806,27.842265844345093,835.4676694869995
12,12.0,500.0,0.0,0.0,-2.4571561217308044,0.028896108269691467,-3.8079717607498167,0.01047031581401825,0.011792177334427834,0.0,0.00014387354895006865,0.1009465679526329,0.05826029896736145,0.027317007445922033,-0.019841356202960014,6500.0,5000.0,1962.0,2179.0,0.0,16.61629343032837,27.05653953552246,885.5526864528656
13,13.0,500.0,0.0,0.0,1.3839311599731445,0.05167899280786514,-4.75595690536499,0.010562466457486153,0.011783264577388763,0.0,0.00015916414849925786,0.09799035638570786,0.04746261702477932,0.024526015714728518,0.3351087272167206,7000.0,5000.0,1962.0,2179.0,0.0,16.10142421722412,25.86070990562439,933.7915163040161
14,14.0,500.0,0.0,0.0,5.658728837966919,0.05242346227169037,-5.6600567169189455,0.010585200972855091,0.011688671074807644,0.0,0.0001396419684169814,0.09440901130437851,0.036423696003854276,0.022350587577924786,0.8906495571136475,7500.0,5000.0,1962.0,2179.0,0.0,16.208044290542603,26.817769289016724,982.8569152355194
15,15.0,500.0,0.0,0.0,-4.186192512512207,0.06613437086343765,-6.400959041595459,0.010584852658212185,0.011757349595427513,0.0,0.0001335246197413653,0.0895979180932045,0.026179425567388535,0.020723080328205547,1.568414330482483,8000.0,5000.0,1962.0,2179.0,0.0,16.052019119262695,27.531683683395386,1032.77889752388
